$CDC: RAGGRUPPAMENTI ;$CDC: Codice e descrizione;$CON: UNLG - Liv. 2;$CON: Codice;$CON: Descrizione;Ter_cod;Ter_descr;NOTE;gennaio;febbraio;marzo;aprile;maggio;giugno;luglio;agosto;settembre;ottobre;novembre;dicembre;Totale - Importo di default
3_2 GV1;750000 - GV1;3_06310 Assicurazioni;3010710003;ASSICURAZIONE R.C.T.;;;;-132.40;-132.40;-132.40;-132.40;-132.40;-132.40;-132.40;-132.40;-132.40;-132.40;-132.40;-132.40;-1,589
3_2 GV1;750000 - GV1;3_06310 Assicurazioni;3010710005;ASSICURAZIONI INCENDIO E FURTO;;;polizza incendio rischi industriali - rischio locativo;-83.35;-83.35;-83.35;-83.35;-83.35;-83.35;-83.35;-83.35;-83.35;-83.35;-83.35;-83.35;-1,000
3_2 GV1;750000 - GV1;3_06310 Assicurazioni;3010710005;ASSICURAZIONI INCENDIO E FURTO;;;all risk;-1,127.44;-1,127.44;-1,127.44;-1,127.44;-1,127.44;-1,127.44;-1,127.44;-1,127.44;-1,127.44;-1,127.44;-1,127.44;-1,127.44;-13,529
3_2 GV1;750000 - GV1;3_06320 Materiale;3010601900;MATERIALE DI CONSUMO;;;;-30.00;-30.00;-30.00;-30.00;-30.00;-30.00;-30.00;-30.00;-30.00;-30.00;-30.00;-30.00;-360
3_2 GV1;750000 - GV1;3_06380 Ammortamenti;3011000100;AMM.TO ATREZZATURA VARIA;;;;-2,601.47;-2,349.72;-2,601.47;-2,517.55;-2,601.47;-2,517.55;-2,601.47;-2,601.47;-2,517.55;-2,601.47;-2,517.55;-2,601.47;-30,630
3_2 GV1;750000 - GV1;3_06380 Ammortamenti;3011002400;AMM.TO IMPIANTO CONDIZIONAMENT;;;;-18.22;-16.45;-18.22;-17.63;-18.22;-17.63;-18.22;-18.22;-17.63;-18.22;-17.63;-18.22;-215
3_2 GV1;750000 - GV1;3_06380 Ammortamenti;3011003400;AMM.TO MOBILI E MACCHINE ORDIN;;;;-72.78;-65.74;-72.78;-70.43;-72.78;-70.43;-72.78;-72.78;-70.43;-72.78;-70.43;-72.78;-857
3_2 GV1;750000 - GV1;3_06380 Ammortamenti;3011011200;AMM.TO SPESE D'IMPIANTO;;;;-171.09;-154.53;-171.09;-165.57;-171.09;-165.57;-171.09;-171.09;-165.57;-171.09;-165.57;-171.09;-2,014
3_2 GV1;750000 - GV1;3_06380 Ammortamenti;3011011300;AMM.TO SPESE MANUT.BENI IN AFF;;;;-1,094.24;-988.34;-1,094.24;-1,058.94;-1,094.24;-1,058.94;-1,094.24;-1,094.24;-1,058.94;-1,094.24;-1,058.94;-1,094.24;-12,884
3_2 GV1;750000 - GV1;3_06999 Altri costi;3010601000;CANCELLERIA E STAMPATI;;;;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-1,200
3_2 GV1;750000 - GV1;3_06999 Altri costi;3010740402;ELABORAZIONE CEDOLINI ;0000001562;HR SERVIZI SRL ;;-54.10;-54.10;-54.10;-54.10;-54.10;-108.21;-54.10;-54.10;-54.10;-54.10;-54.10;-108.21;-757
3_2 GV1;750000 - GV1;3_06999 Altri costi;3010741500;FOTOCOPIE;0000001886;CYBEROO S.P.A.;;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-903
3_2 GV1;750000 - GV1;3_06999 Altri costi;3010744400;COVID 19 - SANIFICAZIONI RIMB.;0000002491;AIR SOLUTION SRL  ;sanificazione fancoil ;-11.75;-11.75;-11.75;-11.75;-11.75;-11.75;-11.75;-11.75;-11.75;-11.75;-11.75;-11.75;-141
3_2 GV1;750000 - GV1;3_06999 Altri costi;3010744400;COVID 19 - SANIFICAZIONI RIMB.;0000001744;ECO CLEAN SOC. COOP. ;ridotta al 50% da 06;-88.00;-88.00;-88.00;-88.00;-88.00;-88.00;-44.00;-44.00;-44.00;-44.00;-44.00;-44.00;-792
3_2 GV1;750000 - GV1;3_06999 Altri costi;3010744700;SOMM.BEVANDE E ALIM.A DIPEND.;0000000305;CULLIGAN ITALIANA S.P.A. ;;;-200.00;;;;;;;-200.00;;;;-400
3_2 GV1;750000 - GV1;3_08100 Altri ricavi;4010500901;PROFITTI DIVERSI;0000000317;D.A.EM. SPA;;150.00;150.00;150.00;150.00;150.00;150.00;150.00;150.00;150.00;150.00;150.00;150.00;1,800
3_2 GV1;750000 - GV1;3_28100 Risultato controllata;3011402100;PERDITE DIVERSE;;;SOLO INDICATIVO ;1,000.00;1,000.00;1,000.00;1,000.00;1,000.00;1,000.00;1,000.00;1,000.00;1,000.00;1,000.00;1,000.00;1,000.00;12,000
3_2 GV1;750000 - GV1;3_29100 Imposte tasse comunali/CCIAA;3011410100;IMPOSTA DI REGISTRO;0000002666;REI ITALY ANZOLA S.R.L. ;;;;;;;;;;;;-2,322.00;;-2,322
3_2 GV1;750000 - GV1;3_29100 Imposte tasse comunali/CCIAA;3011410400;IMPOSTE E TASSE COMUNALI;0000002238;GEOVEST S.R.L ;;-1,239.00;-1,239.00;-1,239.00;-1,239.00;-1,239.00;-1,239.00;-1,239.00;-1,239.00;-1,239.00;-1,239.00;-1,239.00;-1,239.00;-14,868
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000593;TRANSCOOP SOCIETA' COOPERATIVA;;32,023.11;32,023.11;36,826.57;30,421.95;35,225.42;33,624.26;33,624.26;35,225.42;33,624.26;33,624.26;33,624.26;32,023.11;401,890
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000779;CO.TR.A.L. CONS.VOLONTARIO;;105.58;105.58;121.41;100.30;116.14;110.86;110.86;116.14;110.86;110.86;110.86;105.58;1,325
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000998;CANOVA S.R.L.;;1,397.93;1,397.93;1,607.62;1,328.03;1,537.72;1,467.82;1,467.82;1,537.72;1,467.82;1,467.82;1,467.82;1,397.93;17,544
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001667;COOP ALLEANZA 3.0 SOC.COOP.;;814,755.70;814,755.70;836,969.05;874,017.91;896,231.27;855,493.48;855,493.48;896,231.27;855,493.48;855,493.48;855,493.48;814,755.70;10,225,184
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000002089;DECATHLON ITALIA S.R.L.;;36,086.65;36,086.65;41,499.65;34,282.32;39,695.32;37,890.99;37,890.99;39,695.32;37,890.99;37,890.99;37,890.99;36,086.65;452,888
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_06010 Costi trasporto;3010700301;PREST. DI TRASP.COOP.VE SOCIE;0000000302;GOOD TRUCK SOCIETA' COOPERATIVA ;;-352,351.93;-352,351.93;-357,139.72;-382,799.33;-387,587.12;-369,969.52;-369,969.52;-387,587.12;-369,969.52;-369,969.52;-369,969.52;-352,351.93;-4,422,017
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_06010 Costi trasporto;3010700302;TRASPORTI SUB-VETTORI;;;;-352,351.93;-352,351.93;-357,139.72;-382,799.33;-387,587.12;-369,969.52;-369,969.52;-387,587.12;-369,969.52;-369,969.52;-369,969.52;-352,351.93;-4,422,017
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000001667;COOP ALLEANZA 3.0 SOC.COOP.;;733,073.81;733,073.81;743,034.88;796,420.12;806,381.19;769,727.50;769,727.50;806,381.19;769,727.50;769,727.50;769,727.50;733,073.81;9,200,076
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_06010 Costi trasporto;3010700301;PREST. DI TRASP.COOP.VE SOCIE;0000000302;GOOD TRUCK SOCIETA' COOPERATIVA ;;-425,071.94;-425,071.94;-440,767.73;-451,883.34;-467,579.14;-446,325.54;-446,325.54;-467,579.14;-446,325.54;-446,325.54;-446,325.54;-425,071.94;-5,334,653
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_06010 Costi trasporto;3010700302;TRASPORTI SUB-VETTORI;0000000593;TRANSCOOP SOCIETA' COOPERATIVA;;-425,071.94;-425,071.94;-440,767.73;-451,883.34;-467,579.14;-446,325.54;-446,325.54;-467,579.14;-446,325.54;-446,325.54;-446,325.54;-425,071.94;-5,334,653
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_04010 Costo lavoro dipendente;3010900100;SALARI E STIPENDI DIP.;;;;-12,480.38;-13,030.83;-13,609.63;-13,825.36;-14,161.90;-24,977.93;-12,598.66;-13,106.92;-12,262.51;-13,103.49;-13,370.13;-14,506.28;-171,034
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_04010 Costo lavoro dipendente;3010900101;COSTI FERIE PERM.ROL NON GODUT;;;;-856.55;19.67;114.93;793.45;847.31;169.13;117.51;749.66;-324.79;-416.53;-74.12;-80.42;1,059
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_04010 Costo lavoro dipendente;3010900102;COSTI PER RATEI 13ma-14ma DIP.;;;;-2,043.78;-1,849.02;-617.58;-1,824.80;-1,977.93;9,134.63;-1,763.64;-1,827.19;-1,714.49;-1,866.97;-1,891.03;-2,051.72;-10,294
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_04010 Costo lavoro dipendente;3010901100;CONTRIBUTI INPS DIP.;;;;-3,609.67;-3,761.52;-5,074.43;-4,003.23;-4,109.17;-7,197.65;-3,647.71;-3,794.66;-3,508.04;-3,763.22;-3,850.05;-4,177.22;-50,497
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_04010 Costo lavoro dipendente;3010901101;CTR PER FERIE PERM.ROL NON GOD;;;;-243.10;0.86;36.73;225.24;240.38;48.07;33.35;212.73;-92.09;-118.18;-21.09;-22.88;300
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_04010 Costo lavoro dipendente;3010901102;CTR SU RATEI 13ma e 14ma DIP.;;;;-580.04;-530.14;-170.62;-517.85;-561.32;2,592.41;-500.52;-518.59;-486.55;-529.81;-536.66;-582.26;-2,922
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_04010 Costo lavoro dipendente;3010901601;CONTR.SANILOG DITTA;;;;-42.34;-52.03;-44.62;-42.21;-45.75;-41.99;-40.80;-42.27;-39.66;-41.28;-43.46;-23.57;-500
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_04010 Costo lavoro dipendente;3010903000;TFR DIP.;;;;-843.05;-873.20;-738.56;-895.99;-972.57;-936.31;-831.86;-898.45;-809.35;-849.91;-893.02;-968.91;-10,511
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_04010 Costo lavoro dipendente;3010904600;EBILOG DIP.;;;;-8.47;-8.55;-7.34;-8.44;-9.15;-8.40;-8.16;-8.45;-7.93;-8.26;-8.69;-4.71;-97
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_04010 Costo lavoro dipendente;3010900202;distacco Pelotti;;;;-2,000.00;-2,000.00;-2,000.00;-2,000.00;-2,000.00;-2,000.00;-2,000.00;-2,000.00;-2,000.00;-2,000.00;-2,000.00;-2,000.00;-24,000
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_04010 Costo lavoro dipendente;3010902000;CONTRIBUTI INAIL DIP;;;;-150.66;-185.16;-158.79;-182.73;-198.07;-181.78;-176.61;-182.97;-171.69;-178.72;-188.12;-102.05;-2,057
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_04010 Costo lavoro dipendente;3010900100;SALARI E STIPENDI DIP.;;;;-4,007.48;-4,566.84;-3,897.32;-4,567.99;-4,205.99;-8,421.99;-4,185.76;-4,320.23;-4,188.24;-3,849.71;-4,786.90;-5,282.03;-56,280
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_04010 Costo lavoro dipendente;3010900101;COSTI FERIE PERM.ROL NON GODUT;;;;-527.51;330.85;-340.09;306.60;-300.80;661.86;-160.95;-12.41;-14.11;-487.77;622.30;686.66;765
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_04010 Costo lavoro dipendente;3010900102;COSTI PER RATEI 13ma-14ma DIP.;;;;-517.37;-604.19;-571.36;-559.89;-505.36;2,957.24;-519.95;-521.67;-592.60;-520.70;-637.47;-703.41;-3,297
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_04010 Costo lavoro dipendente;3010901100;CONTRIBUTI INPS DIP.;;;;-1,061.55;-1,228.54;-1,098.08;-1,226.24;-1,113.62;-2,353.72;-1,104.80;-1,147.84;-1,150.85;-1,036.86;-1,293.07;-1,426.81;-15,242
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_04010 Costo lavoro dipendente;3010901101;CTR PER FERIE PERM.ROL NON GOD;;;;-149.70;93.84;-96.48;87.05;-85.38;187.82;-45.63;-3.60;-3.95;-138.44;176.55;194.82;217
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_04010 Costo lavoro dipendente;3010901102;CTR SU RATEI 13ma e 14ma DIP.;;;;-146.84;-171.43;-162.18;-158.89;-143.41;839.25;-147.58;-148.02;-168.21;-147.77;-180.91;-199.62;-936
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_04010 Costo lavoro dipendente;3010901601;CONTR.SANILOG DITTA;;;;-9.43;-11.38;-10.76;-10.55;-9.52;-11.14;-9.80;-9.83;-11.16;-9.44;-11.94;-6.59;-122
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_04010 Costo lavoro dipendente;3010903000;TFR DIP.;;;;-242.35;-292.02;-277.27;-280.41;-252.99;-265.96;-250.49;-261.18;-287.36;-244.48;-308.18;-340.06;-3,303
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_04010 Costo lavoro dipendente;3010904600;EBILOG DIP.;;;;-1.89;-2.28;-2.15;-2.11;-1.90;-2.23;-1.96;-1.97;-2.23;-1.89;-2.39;-1.32;-24
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_04010 Costo lavoro dipendente;3010902000;CONTRIBUTI INAIL DIP;;;;-56.56;-68.30;-64.59;-63.29;-57.12;-66.86;-58.78;-58.97;-66.99;-56.61;-71.65;-39.53;-729
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_04999 Costo lavoro altri costi;3010601200;CARB.E LUBRIF.NO BENEFIT;;;FW 414 PT;-450.00;-450.00;-450.00;-450.00;-450.00;-450.00;-450.00;-450.00;-450.00;-450.00;-450.00;-450.00;-5,400
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_04999 Costo lavoro altri costi;3010742200;MENSA;;;;-488.96;-473.63;-473.63;-473.23;-488.56;-493.04;-458.27;-458.27;-458.27;-483.81;-483.81;-523.97;-5,757
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_04999 Costo lavoro altri costi;3010742300;PEDAGGI AUTO  NO BENEFIT;;;FW 414 PT;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-3,000
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_04999 Costo lavoro altri costi;3010801000;NOLEGGI NO BENEFIT;;;FW 414 PT;-418.15;-418.15;-418.15;-418.15;-418.15;-418.15;-418.15;-418.15;-418.15;-418.15;-418.15;-418.15;-5,018
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_04999 Costo lavoro altri costi;3010801400;SPESE ACC. NOLEGGI NO BENEFIT;;;FW 414 PT;-304.18;-304.18;-304.18;-304.18;-304.18;-304.18;-304.18;-304.18;-304.18;-304.18;-304.18;-304.18;-3,650
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_04999 Costo lavoro altri costi;3010730700;MAN.RIP.NO BENEFIT;;;FW 414 PT;-10.00;-10.00;-10.00;-10.00;-10.00;-10.00;-10.00;-10.00;-10.00;-10.00;-10.00;-10.00;-120
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_04999 Costo lavoro altri costi;3011100111;RIMAN.INIZIALI  D.P.I. COVID;;;50% fst;-125.00;;;;;;;;;;;;-125
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_06025 Costi movimentazione esterni;3010700200;PREST.DI MOVIMENT. E FACCHIN.;;G/C TECNICO DA CAAB;;-9,000.00;-9,000.00;-9,000.00;-9,000.00;-9,000.00;-9,000.00;-9,000.00;-9,000.00;-9,000.00;-9,000.00;-9,000.00;-9,000.00;-108,000
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_06220 Altre spese prestazioni;3010740400;ALTRE SPESE PER PRESTAZIONI;;;(centri Dyadea, Arval…);-25.00;-25.00;-25.00;-25.00;-25.00;-25.00;-25.00;-25.00;-25.00;-25.00;-25.00;-25.00;-300
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_06310 Assicurazioni;3010710005;ASSICURAZIONI INCENDIO E FURTO;;;all risk;-345.35;-345.35;-345.35;-345.35;-345.35;-345.35;-345.35;-345.35;-345.35;-345.35;-345.35;-345.35;-4,144
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_06310 Assicurazioni;3010710006;ASSICURAZIONI MERCI TRASPORTO;;;;-5,296.77;-5,296.77;-5,296.77;-5,296.77;-5,296.77;-5,296.77;-5,296.77;-5,296.77;-5,296.77;-5,296.77;-5,296.77;-5,296.77;-63,561
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_06310 Assicurazioni;4010501311;RIMBORSO ASSIC.MERCE TRASP.;;;;5,416.42;5,416.42;5,416.42;5,416.42;5,416.42;5,416.42;5,416.42;5,416.42;5,416.42;5,416.42;5,416.42;5,416.42;64,997
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_06330 Danni;3010741008;DANNI MERCE;;;;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-1,200
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_06360 Telefonia;3010705300;TELEFONICHE   DEDUCIBILI;0000002111;FASTWEB S.P.A.;;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-1,740
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_06360 Telefonia;3010705300;TELEFONICHE   DEDUCIBILI;0000002120;WIND TRE SPA CON SOCIO UNICO;;-8.99;-8.99;-8.99;-8.99;-8.99;-8.99;-8.99;-8.99;-8.99;-8.99;-8.99;-8.99;-108
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_06380 Ammortamenti;3011003400;AMM.TO MOBILI E MACCHINE ORDIN;;;;-1.53;-1.38;-1.53;-1.48;-1.53;-1.48;-1.53;-1.53;-1.48;-1.53;-1.48;-1.53;-18
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_06380 Ammortamenti;3011003400;AMM.TO MOBILI E MACCHINE ORDIN;;;;-1.73;-1.56;-1.73;-1.68;-1.73;-1.68;-1.73;-1.73;-1.68;-1.73;-1.68;-1.73;-20
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_06999 Altri costi;3010601000;CANCELLERIA E STAMPATI;;;;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-1,200
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_06999 Altri costi;3010740402;ELABORAZIONE CEDOLINI ;0000001562;HR SERVIZI SRL ;;-48.60;-48.60;-48.60;-48.60;-48.60;-97.20;-48.60;-48.60;-48.60;-48.60;-48.60;-97.20;-680
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_06999 Altri costi;3010741500;FOTOCOPIE;0000001886;CYBEROO S.P.A.;;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-903
3_3 CENTRALE ADRIATICA;920000 - C.A.Ex CTK;3_23100 Costi finanziari;3010741100;FIDEJUSSIONI;;;;-138.38;-138.38;-138.38;-138.38;-138.38;-138.38;-138.38;-138.38;-138.38;-138.38;-138.38;-138.38;-1,661
3_3 CENTRALE ADRIATICA;925000 - ex CTK -  SITO PARMA ;3_23100 Costi finanziari;3010741100;FIDEJUSSIONI;;;;-65.12;-65.11;-65.12;-65.12;-65.11;-65.12;-65.11;-65.12;-65.12;-65.11;-65.12;-65.12;-781
3_4 BOIANO;320000 - Roberto Boiano;3_01010 Trasporto;4010100900;RICAVI PER SERVIZI DI TRASPORT;0000000178;ROBERTO INDUSTRIA ALIMENTARE  S.R.L;;93,933.50;93,933.50;93,933.50;88,062.66;97,017.55;99,804.35;104,501.02;104,501.02;104,501.02;97,925.68;93,933.50;102,152.69;1,174,200
3_4 BOIANO;320000 - Roberto Boiano;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000000178;ROBERTO INDUSTRIA ALIMENTARE  S.R.L;;10,876.51;10,876.51;10,876.51;10,196.73;11,233.61;11,556.29;12,100.12;12,100.12;12,100.12;11,338.76;10,876.51;11,828.21;135,960
3_4 BOIANO;320000 - Roberto Boiano;3_06010 Costi trasporto;3010700303;TRASPORTO A MEZZO TERZI;0000000428;DI CIERO S.R.L.;;-75,601.54;-75,601.54;-75,601.54;-70,876.44;-78,083.70;-80,326.63;-84,106.71;-84,106.71;-84,106.71;-78,814.60;-75,601.54;-82,216.67;-945,044
3_4 BOIANO;320000 - Roberto Boiano;3_04010 Costo lavoro dipendente;3010900100;SALARI E STIPENDI DIP.;;;;-521.49;-407.73;-409.44;-432.77;-445.86;-995.38;-590.25;-423.14;-394.86;-426.83;-454.22;-474.70;-5,977
3_4 BOIANO;320000 - Roberto Boiano;3_04010 Costo lavoro dipendente;3010900101;COSTI FERIE PERM.ROL NON GODUT;;;;69.02;-49.57;-48.21;-48.79;-49.74;52.83;198.81;-14.08;-45.90;-60.71;-26.11;-27.29;-50
3_4 BOIANO;320000 - Roberto Boiano;3_04010 Costo lavoro dipendente;3010900102;COSTI PER RATEI 13ma-14ma DIP.;;;;-84.61;-67.16;-66.93;-66.10;-70.80;392.65;-95.40;-63.90;-62.19;-71.94;-75.70;-79.11;-411
3_4 BOIANO;320000 - Roberto Boiano;3_04010 Costo lavoro dipendente;3010901100;CONTRIBUTI INPS DIP.;;;;-150.91;-117.98;-118.45;-125.21;-128.99;-287.51;-170.77;-122.40;-114.21;-123.41;-131.37;-137.30;-1,729
3_4 BOIANO;320000 - Roberto Boiano;3_04010 Costo lavoro dipendente;3010901101;CTR PER FERIE PERM.ROL NON GOD;;;;19.60;-14.06;-13.68;-13.83;-14.12;14.99;56.44;-3.99;-13.03;-17.20;-7.42;-7.75;-14
3_4 BOIANO;320000 - Roberto Boiano;3_04010 Costo lavoro dipendente;3010901102;CTR SU RATEI 13ma e 14ma DIP.;;;;-24.01;-19.06;-18.99;-18.76;-20.09;111.43;-27.07;-18.12;-17.65;-20.40;-21.48;-22.45;-117
3_4 BOIANO;320000 - Roberto Boiano;3_04010 Costo lavoro dipendente;3010901601;CONTR.SANILOG DITTA;;;;-2.38;-1.89;-1.89;-1.86;-2.00;-2.21;-2.69;-1.80;-1.75;-1.92;-2.12;-1.11;-24
3_4 BOIANO;320000 - Roberto Boiano;3_04010 Costo lavoro dipendente;3010903000;TFR DIP.;;;;-35.00;-27.81;-27.71;-28.55;-30.67;-64.72;-39.45;-27.57;-25.66;-28.38;-31.37;-32.79;-400
3_4 BOIANO;320000 - Roberto Boiano;3_04010 Costo lavoro dipendente;3010904600;EBILOG DIP.;;;;-0.48;-0.38;-0.38;-0.37;-0.40;-0.44;-0.54;-0.36;-0.35;-0.38;-0.42;-0.22;-5
3_4 BOIANO;320000 - Roberto Boiano;3_04010 Costo lavoro dipendente;3010902000;CONTRIBUTI INAIL DIP;;;;-11.92;-9.46;-9.43;-9.31;-9.98;-11.06;-13.44;-9.00;-8.76;-9.61;-10.58;-5.53;-118
3_4 BOIANO;320000 - Roberto Boiano;3_04999 Costo lavoro altri costi;3010742200;MENSA;;;;-18.34;-17.67;-17.67;-18.42;-19.09;-19.51;-16.91;-16.91;-16.91;-18.80;-18.80;-19.48;-219
3_4 BOIANO;320000 - Roberto Boiano;3_04999 Costo lavoro altri costi;3011100111;RIMAN.INIZIALI  D.P.I. COVID;;;50% fst;-4.00;;;;;;;;;;;;-4
3_4 BOIANO;320000 - Roberto Boiano;3_06310 Assicurazioni;3010710003;ASSICURAZIONE R.C.T.;;;;-95.62;-95.62;-95.62;-95.62;-95.62;-95.62;-95.62;-95.62;-95.62;-95.62;-95.62;-95.62;-1,147
3_4 BOIANO;320000 - Roberto Boiano;3_06360 Telefonia;3010705300;TELEFONICHE   DEDUCIBILI;0000002111;FASTWEB S.P.A.;;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-1,740
3_4 BOIANO;320000 - Roberto Boiano;3_06380 Ammortamenti;3011000100;AMM.TO ATREZZATURA VARIA;;;;-48.61;-43.91;-48.61;-47.05;-48.61;-47.05;-48.61;-48.61;-47.05;-48.61;-47.05;-48.61;-572
3_4 BOIANO;320000 - Roberto Boiano;3_06999 Altri costi;3010740402;ELABORAZIONE CEDOLINI ;0000001562;HR SERVIZI SRL ;;-1.83;-1.83;-1.83;-1.83;-1.83;-3.67;-1.83;-1.83;-1.83;-1.83;-1.83;-3.67;-26
3_5 NCV;530000 - NCV;3_01020 Deposito;4010100100;AFFITTI ATTIVI  ATTIVITA' PROP;0000000299;CO.IND SOCIETA' COOPERATIVA;;18,167.33;18,167.33;20,892.43;17,258.96;19,984.06;19,075.70;19,075.70;19,984.06;19,075.70;19,075.70;19,075.70;18,167.33;228,000
3_5 NCV;530000 - NCV;3_01030 Affitto;4010100600;RICAVI PER FATTURATO DEPOSITO;0000000299;CO.IND SOCIETA' COOPERATIVA;;25,816.73;25,816.73;29,689.24;24,525.90;28,398.41;27,107.57;27,107.57;28,398.41;27,107.57;27,107.57;27,107.57;25,816.73;324,000
3_5 NCV;530000 - NCV;3_06025 Costi movimentazione esterni;3010700200;PREST.DI MOVIMENT. E FACCHIN.;0000002542;N.C.V. SOC COOP A RL - NUOVA CAMP VELOCI SOC COOP ;;-18,913.15;-18,913.15;-21,750.12;-17,967.49;-20,804.46;-19,858.80;-19,858.80;-20,804.46;-19,858.80;-19,858.80;-19,858.80;-18,913.15;-237,360
3_5 NCV;530000 - NCV;3_06290 Locazione;3010800100;AFFITTI PASSIVI E SPESE CONDOM;0000002542;N.C.V. SOC COOP A RL - NUOVA CAMP VELOCI SOC COOP ;;-18,033.47;-18,033.47;-20,738.49;-17,131.79;-19,836.81;-18,935.14;-18,935.14;-19,836.81;-18,935.14;-18,935.14;-18,935.14;-18,033.47;-226,320
